#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
1520031	79923	6297	123000	112204	-	-	NANOG	SALL2	-	COLB|HSAL2|Sal-2|ZNF795|p150(Sal2)	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520032	79923	27164	123000	118043	-	-	NANOG	SALL3	-	ZNF796	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520033	79923	57167	123000	121420	-	-	NANOG	SALL4	-	DRRS|HSAL4|ZNF797|dJ1112F19.1	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520034	79923	55095	123000	120407	-	-	NANOG	SAMD4B	-	SMGB|hSmaug2	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520035	79923	79595	123000	122735	-	-	NANOG	SAP130	-	-	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520036	79923	163786	123000	127880	-	-	NANOG	SASS6	-	SAS-6|SAS6	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520037	79923	23314	123000	116905	-	-	NANOG	SATB2	-	GLSS	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520038	79923	9169	123000	114610	-	-	NANOG	SCAF11	-	CASP11|SFRS2IP|SIP1|SRRP129|SRSF2IP	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520039	79923	25942	123000	117439	-	-	NANOG	SIN3A	-	-	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520040	79923	57568	123000	121621	-	-	NANOG	SIPA1L2	-	SPAL2	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520041	79923	4089	123000	110264	-	-	NANOG	SMAD4	-	DPC4|JIP|MADH4|MYHRS	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520042	79923	6594	123000	112478	-	RP3-353H6.2	NANOG	SMARCA1	-	ISWI|NURF140|SNF2L|SNF2L1|SNF2LB|SNF2LT|SWI|SWI2	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520043	79923	9126	123000	114574	-	-	NANOG	SMC3	-	BAM|BMH|CDLS3|CSPG6|HCAP|SMC3L1	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520044	79923	6628	123000	112512	-	-	NANOG	SNRPB	-	COD|SNRPB1|Sm-B/B|SmB/B|SmB/SmB|snRNP-B	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520045	79923	6657	123000	112540	-	-	NANOG	SOX2	-	ANOP3|MCOPS3	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520046	79923	11166	123000	116337	-	-	NANOG	SOX21	-	SOX25	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520047	79923	92521	123000	124953	-	-	NANOG	SPECC1	-	CYTSB|HCMOGT-1|HCMOGT1|NSP	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520048	79923	8405	123000	113993	-	-	NANOG	SPOP	-	BTBD32|TEF2	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520049	79923	23648	123000	117175	-	RP5-997D24.2	NANOG	SSBP3	-	CSDP|SSDP|SSDP1	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520050	79923	57794	123000	121767	-	-	NANOG	SUGP1	-	F23858|RBP|SF4	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520051	79923	11198	123000	116367	-	-	NANOG	SUPT16H	-	CDC68|FACTP140|SPT16/CDC68	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520052	79923	23512	123000	117059	-	-	NANOG	SUZ12	-	CHET9|JJAZ1	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520053	79923	25949	123000	117444	-	-	NANOG	SYF2	-	CBPIN|NTC31|P29|fSAP29	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520054	79923	6907	123000	112770	-	-	NANOG	TBL1X	-	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520055	79923	6921	123000	112783	-	-	NANOG	TCEB1	-	SIII|eloC	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520056	79923	6942	123000	112802	-	RP4-669P10.13-001	NANOG	TCF20	-	AR1|SPBP|TCF-20	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520057	79923	6925	123000	112787	-	-	NANOG	TCF4	-	E2-2|ITF-2|ITF2|PTHS|SEF-2|SEF2|SEF2-1|SEF2-1A|SEF2-1B|SEF2-1D|TCF-4|bHLHb19	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520058	79923	83439	123000	123642	-	-	NANOG	TCF7L1	-	TCF-3|TCF3	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520059	79923	8463	123000	114041	-	-	NANOG	TEAD2	-	ETF|TEAD-2|TEF-4|TEF4	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520060	79923	64216	123000	122106	-	-	NANOG	TFB2M	-	Hkp1|mtTFB2	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520061	79923	7072	123000	112928	-	-	NANOG	TIA1	-	TIA-1|WDM	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520062	79923	7073	123000	112929	-	-	NANOG	TIAL1	-	TCBP|TIAR	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520063	79923	64222	123000	122112	-	RP11-177A2.2	NANOG	TOR3A	-	ADIR|ADIR2	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520064	79923	7158	123000	113011	-	-	NANOG	TP53BP1	-	53BP1|p202	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520065	79923	7167	123000	113020	-	-	NANOG	TPI1	-	HEL-S-49|TIM|TPI|TPID	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520066	79923	7174	123000	113027	-	RP11-29B2.2	NANOG	TPP2	-	TPP-2	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520067	79923	126003	123000	125945	-	-	NANOG	TRAPPC5	-	TRS31	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520068	79923	6737	123000	112615	-	-	NANOG	TRIM21	-	RNF81|RO52|Ro/SSA|SSA|SSA1	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520069	79923	8805	123000	114333	-	-	NANOG	TRIM24	-	PTC6|RNF82|TF1A|TIF1|TIF1A|TIF1ALPHA|hTIF1	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520070	79923	51592	123000	119625	-	-	NANOG	TRIM33	-	ECTO|PTC7|RFG7|TF1G|TIF1G|TIF1GAMMA|TIFGAMMA	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520071	79923	51605	123000	119634	-	CGI-09	NANOG	TRMT6	-	GCD10|Gcd10p	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520072	79923	115708	123000	125450	-	hCG_25505	NANOG	TRMT61A	-	C14orf172|GCD14|Gcd14p|TRM61|hTRM61	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520073	79923	4308	123000	110453	-	-	NANOG	TRPM1	-	CSNB1C|LTRPC1|MLSN1	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520074	79923	7846	123000	113603	-	-	NANOG	TUBA1A	-	B-ALPHA-1|LIS3|TUBA3	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520075	79923	203068	123000	128444	-	DAAP-285E11.4	NANOG	TUBB	-	CDCBM6|M40|OK/SW-cl.56|TUBB1|TUBB5	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520076	79923	10426	123000	115695	-	RP11-480K16.2	NANOG	TUBGCP3	-	104p|GCP3|Grip104|SPBC98|Spc98|Spc98p	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520077	79923	11344	123000	116472	-	MSTP011	NANOG	TWF2	-	A6RP|A6r|PTK9L	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520078	79923	7295	123000	113146	-	RP11-427L11.1	NANOG	TXN	-	TRDX|TRX|TRX1	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520079	79923	10907	123000	116113	-	-	NANOG	TXNL4A	-	DIB1|DIM1|HsT161|SNRNP15|TXNL4|U5-15kD	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520080	79923	9736	123000	115085	-	-	NANOG	USP34	-	-	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520081	79923	84132	123000	123904	-	tcag7.880	NANOG	USP42	-	-	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520082	79923	7874	123000	113622	-	-	NANOG	USP7	-	HAUSP|TEF1	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520083	79923	8239	123000	113867	-	RP5-1172N10.4	NANOG	USP9X	-	DFFRX|FAF|FAM|MRX99	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520084	79923	55237	123000	120530	-	-	NANOG	VRTN	-	C14orf115|vertnin	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520085	79923	7490	123000	113327	-	-	NANOG	WT1	-	AWT1|EWS-WT1|GUD|NPHS4|WAGR|WIT-2|WT33	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520086	79923	7520	123000	113353	-	-	NANOG	XRCC5	-	KARP-1|KARP1|KU80|KUB2|Ku86|NFIV	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520087	79923	55689	123000	120815	-	-	NANOG	YEATS2	-	-	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520088	79923	85364	123000	124492	-	-	NANOG	ZCCHC3	-	C20orf99	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520089	79923	84619	123000	124150	-	RP4-583P15.3	NANOG	ZGPAT	-	GPATC6|GPATCH6|KIAA1847|ZC3H9|ZC3HDC9|ZIP	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520090	79923	7546	123000	113378	-	-	NANOG	ZIC2	-	HPE5	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520091	79923	7547	123000	113379	-	RP1-137H15.3	NANOG	ZIC3	-	HTX|HTX1|VACTERLX|ZNF203	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520092	79923	57178	123000	121427	-	RP11-519K18.1	NANOG	ZMIZ1	-	MIZ|RAI17|TRAFIP10|ZIMP10|hZIMP10	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520093	79923	7712	123000	113506	-	RP13-479F17.3	NANOG	ZNF157	-	HZF22	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520094	79923	23528	123000	117074	-	-	NANOG	ZNF281	-	ZBP-99|ZNP-99	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520095	79923	168544	123000	127969	-	-	NANOG	ZNF467	-	EZI|Zfp467	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520096	79923	147807	123000	127090	-	-	NANOG	ZNF524	-	-	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520097	79923	23060	123000	116695	-	-	NANOG	ZNF609	-	-	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520098	79923	100507290	123000	936163	-	-	NANOG	ZNF865	-	-	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520099	79923	126961	123000	126025	-	-	NANOG	HIST2H3C	-	H3|H3.2|H3/M|H3F2|H3FM|H3FN	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520100	79923	333932	123000	130616	-	-	NANOG	HIST2H3A	-	H3/n|H3/o	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1520101	79923	653604	123000	575920	-	-	NANOG	HIST2H3D	-	-	Affinity Capture-MS	physical	Oliviero G (2015)	26687479	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2205748	27005	79923	117950	123000	RP11-297K8.3	-	USP21	NANOG	USP16|USP23	-	Affinity Capture-Western	physical	Jin J (2016)	27886188	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2205749	79923	27005	123000	117950	-	RP11-297K8.3	NANOG	USP21	-	USP16|USP23	Affinity Capture-Western	physical	Jin J (2016)	27886188	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2205750	27005	79923	117950	123000	RP11-297K8.3	-	USP21	NANOG	USP16|USP23	-	Reconstituted Complex	physical	Jin J (2016)	27886188	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2205753	27005	79923	117950	123000	RP11-297K8.3	-	USP21	NANOG	USP16|USP23	-	Biochemical Activity	physical	Jin J (2016)	27886188	9606	9606	Low Throughput	-	Deubiquitination	-	-	-	BIOGRID
2209282	27005	79923	117950	123000	RP11-297K8.3	-	USP21	NANOG	USP16|USP23	-	Two-hybrid	physical	Kwon SK (2017)	27956178	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2209283	27005	79923	117950	123000	RP11-297K8.3	-	USP21	NANOG	USP16|USP23	-	Affinity Capture-Western	physical	Kwon SK (2017)	27956178	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2209284	79923	27005	123000	117950	-	RP11-297K8.3	NANOG	USP21	-	USP16|USP23	Affinity Capture-Western	physical	Kwon SK (2017)	27956178	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2209285	79923	27005	123000	117950	-	RP11-297K8.3	NANOG	USP21	-	USP16|USP23	Reconstituted Complex	physical	Kwon SK (2017)	27956178	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2495757	79923	11030	123000	116220	-	-	NANOG	RBPMS	-	HERMES	Two-hybrid	physical	Yachie N (2016)	27107012	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2515639	9589	79923	114957	123000	RP1-56L9.4	-	WTAP	NANOG	Mum2	-	Affinity Capture-RNA	physical	Bertero A (2018)	29489750	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2536872	79923	27005	123000	117950	-	RP11-297K8.3	NANOG	USP21	-	USP16|USP23	Affinity Capture-Western	physical	Liu X (2017)	29263902	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2536873	27005	79923	117950	123000	RP11-297K8.3	-	USP21	NANOG	USP16|USP23	-	Affinity Capture-Western	physical	Liu X (2017)	29263902	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2536875	27005	79923	117950	123000	RP11-297K8.3	-	USP21	NANOG	USP16|USP23	-	Reconstituted Complex	physical	Liu X (2017)	29263902	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2536876	27005	79923	117950	123000	RP11-297K8.3	-	USP21	NANOG	USP16|USP23	-	Biochemical Activity	physical	Liu X (2017)	29263902	9606	9606	Low Throughput	-	Deubiquitination	-	-	-	BIOGRID
2572677	571	79923	107047	123000	-	-	BACH1	NANOG	BACH-1|BTBD24	-	Affinity Capture-Western	physical	Wei X (2019)	30891497	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2611573	79923	8452	123000	114030	-	-	NANOG	CUL3	-	CUL-3|PHA2E	Affinity Capture-Western	physical	Zhang J (2019)	30595538	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2611574	8405	79923	113993	123000	-	-	SPOP	NANOG	BTBD32|TEF2	-	Affinity Capture-Western	physical	Zhang J (2019)	30595538	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2611575	79923	8405	123000	113993	-	-	NANOG	SPOP	-	BTBD32|TEF2	Affinity Capture-Western	physical	Zhang J (2019)	30595538	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2611576	8405	79923	113993	123000	-	-	SPOP	NANOG	BTBD32|TEF2	-	Reconstituted Complex	physical	Zhang J (2019)	30595538	9606	9606	Low Throughput	-	-	-	assayed using GST (glutathione S-transferase) pull-down experiments	-	BIOGRID
2611577	79923	5300	123000	111317	-	-	NANOG	PIN1	-	DOD|UBL5	Affinity Capture-Western	physical	Zhang J (2019)	30595538	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2615921	8405	79923	113993	123000	-	-	SPOP	NANOG	BTBD32|TEF2	-	Biochemical Activity	physical	Wang X (2019)	30595535	9606	9606	Low Throughput	-	Ubiquitination	-	E2: UbcH5a/UBE2D1 and UbcH3/Cdc34	-	BIOGRID
2615922	79923	8405	123000	113993	-	-	NANOG	SPOP	-	BTBD32|TEF2	Affinity Capture-Western	physical	Wang X (2019)	30595535	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2615923	8405	79923	113993	123000	-	-	SPOP	NANOG	BTBD32|TEF2	-	Affinity Capture-Western	physical	Wang X (2019)	30595535	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2615924	7126	79923	112981	123000	-	-	TNFAIP1	NANOG	B12|B61|BTBD34|EDP1|hBACURD2	-	Affinity Capture-Western	physical	Wang X (2019)	30595535	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2615925	84861	79923	124308	123000	-	-	KLHL22	NANOG	KELCHL	-	Affinity Capture-Western	physical	Wang X (2019)	30595535	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2615926	8405	79923	113993	123000	-	-	SPOP	NANOG	BTBD32|TEF2	-	Reconstituted Complex	physical	Wang X (2019)	30595535	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2615927	79923	8405	123000	113993	-	-	NANOG	SPOP	-	BTBD32|TEF2	Protein-peptide	physical	Wang X (2019)	30595535	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2615928	673	79923	107141	123000	-	-	BRAF	NANOG	B-RAF1|BRAF1|NS7|RAFB1	-	Affinity Capture-Western	physical	Wang X (2019)	30595535	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2615929	369	79923	106864	123000	RP1-230G1.1	-	ARAF	NANOG	A-RAF|ARAF1|PKS2|RAFA1	-	Affinity Capture-Western	physical	Wang X (2019)	30595535	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2615930	5894	79923	111831	123000	-	-	RAF1	NANOG	CMD1NN|CRAF|NS5|Raf-1|c-Raf	-	Affinity Capture-Western	physical	Wang X (2019)	30595535	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2615931	673	79923	107141	123000	-	-	BRAF	NANOG	B-RAF1|BRAF1|NS7|RAFB1	-	Biochemical Activity	physical	Wang X (2019)	30595535	9606	9606	Low Throughput	-	Phosphorylation	-	-	-	BIOGRID
2621801	10399	79923	115671	123000	HLC7	-	GNB2L1	NANOG	Gnb2-rs1|H12.3|HLC-7|PIG21|RACK1	-	Reconstituted Complex	physical	Cao J (2019)	30809310	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2621802	10399	79923	115671	123000	HLC7	-	GNB2L1	NANOG	Gnb2-rs1|H12.3|HLC-7|PIG21|RACK1	-	Affinity Capture-Western	physical	Cao J (2019)	30809310	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2621803	79923	10399	123000	115671	-	HLC7	NANOG	GNB2L1	-	Gnb2-rs1|H12.3|HLC-7|PIG21|RACK1	Affinity Capture-Western	physical	Cao J (2019)	30809310	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2621806	27005	79923	117950	123000	RP11-297K8.3	-	USP21	NANOG	USP16|USP23	-	Affinity Capture-Western	physical	Cao J (2019)	30809310	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2621807	26259	79923	117645	123000	-	-	FBXW8	NANOG	FBW6|FBW8|FBX29|FBXO29|FBXW6	-	Affinity Capture-Western	physical	Cao J (2019)	30809310	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2766537	8405	79923	113993	123000	-	-	SPOP	NANOG	BTBD32|TEF2	-	Co-localization	physical	Tan P (2019)	31624231	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2766538	8405	79923	113993	123000	-	-	SPOP	NANOG	BTBD32|TEF2	-	Affinity Capture-Western	physical	Tan P (2019)	31624231	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
3322394	3091	79923	109338	123000	-	-	HIF1A	NANOG	HIF-1A|HIF-1alpha|HIF1|HIF1-ALPHA|MOP1|PASD8|bHLHe78	-	Affinity Capture-Western	physical	Lu H (2021)	34592152	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
3322395	79923	3091	123000	109338	-	-	NANOG	HIF1A	-	HIF-1A|HIF-1alpha|HIF1|HIF1-ALPHA|MOP1|PASD8|bHLHe78	Affinity Capture-Western	physical	Lu H (2021)	34592152	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
3322396	405	79923	106898	123000	-	-	ARNT	NANOG	HIF-1-beta|HIF-1beta|HIF1-beta|HIF1B|HIF1BETA|TANGO|bHLHe2	-	Affinity Capture-Western	physical	Lu H (2021)	34592152	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
3322397	79923	405	123000	106898	-	-	NANOG	ARNT	-	HIF-1-beta|HIF-1beta|HIF1-beta|HIF1B|HIF1BETA|TANGO|bHLHe2	Affinity Capture-Western	physical	Lu H (2021)	34592152	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
3322400	79923	8239	123000	113867	-	RP5-1172N10.4	NANOG	USP9X	-	DFFRX|FAF|FAM|MRX99	Affinity Capture-Western	physical	Lu H (2021)	34592152	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
3322401	8239	79923	113867	123000	RP5-1172N10.4	-	USP9X	NANOG	DFFRX|FAF|FAM|MRX99	-	Affinity Capture-Western	physical	Lu H (2021)	34592152	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
3403610	8878	79923	114397	123000	-	-	SQSTM1	NANOG	A170|OSIL|PDB3|ZIP3|p60|p62|p62B	-	Affinity Capture-Western	physical	Zhou J (2022)	35311460	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
3711500	8295	79923	113900	123000	-	-	TRRAP	NANOG	PAF350/400|PAF400|STAF40|TR-AP|Tra1	-	Affinity Capture-Western	physical	Kang KT (2023)	37047234	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
3711501	8295	79923	113900	123000	-	-	TRRAP	NANOG	PAF350/400|PAF400|STAF40|TR-AP|Tra1	-	Reconstituted Complex	physical	Kang KT (2023)	37047234	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID

