#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
664185	1994	203228	108309	128456	-	-	ELAVL1	C9orf72	ELAV1|HUR|Hua|MelG	ALSFTD|FTDALS	Affinity Capture-RNA	physical	Abdelmohsen K (2009)	19322201	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
739926	203228	351	128456	106848	-	-	C9orf72	APP	ALSFTD|FTDALS	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	Reconstituted Complex	physical	Olah J (2011)	21832049	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
856366	64210	203228	122103	128456	RP11-452K12.5	-	MMS19	C9orf72	MET18|MMS19L|hMMS19	ALSFTD|FTDALS	Affinity Capture-MS	physical	Stehling O (2012)	22678362	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
907452	6732	203228	112610	128456	RP3-422H11.1	-	SRPK1	C9orf72	SFRSK1	ALSFTD|FTDALS	Biochemical Activity	physical	Varjosalo M (2013)	23602568	9606	9606	High Throughput	-	Phosphorylation	-	Substrate (Hit) was protein microarray; all hits had Z-score greater than 0.25	-	BIOGRID
1037709	1406	203228	107796	128456	-	-	CRX	C9orf72	CORD2|CRD|LCA7|OTX3	ALSFTD|FTDALS	Two-hybrid	physical	Rolland T (2014)	25416956	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1041624	5966	203228	111898	128456	-	-	REL	C9orf72	C-Rel	ALSFTD|FTDALS	Two-hybrid	physical	Rolland T (2014)	25416956	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1044040	8892	203228	114409	128456	-	-	EIF2B2	C9orf72	EIF-2Bbeta|EIF2B	ALSFTD|FTDALS	Two-hybrid	physical	Rolland T (2014)	25416956	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1044169	9111	203228	114561	128456	-	-	NMI	C9orf72	-	ALSFTD|FTDALS	Two-hybrid	physical	Rolland T (2014)	25416956	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1438551	203228	8892	128456	114409	-	-	C9orf72	EIF2B2	ALSFTD|FTDALS	EIF-2Bbeta|EIF2B	Two-hybrid	physical	Yu H (2011)	21516116	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1471610	26380	203228	204938	128456	-	-	Esrrb	C9orf72	Err2|Errb|Estrrb|Nr3b2	ALSFTD|FTDALS	Affinity Capture-MS	physical	Hein MY (2015)	26496610	10090	9606	High Throughput	-	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID
2470503	203228	237782	128456	231908	-	RP23-278I21.6	C9orf72	Smcr8	ALSFTD|FTDALS	2310076G09Rik|AI642055|D030073L15Rik	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2470504	203228	218460	128456	230033	-	-	C9orf72	Wdr41	ALSFTD|FTDALS	B830029I03Rik|MSTP048	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485934	203228	15481	128456	200428	-	-	C9orf72	Hspa8	ALSFTD|FTDALS	2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73|Hspa10	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485935	203228	269254	128456	234629	-	RP23-426D2.7	C9orf72	Setx	ALSFTD|FTDALS	A130090N03|A930037J23Rik|AOA2|AW060766|Als4|SCAR1|Sen1|mKIAA0625	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485936	203228	16451	128456	200856	-	RP23-336G7.2	C9orf72	Jak1	ALSFTD|FTDALS	AA960307|BAP004|C130039L05Rik	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485937	203228	13424	128456	199254	-	-	C9orf72	Dync1h1	ALSFTD|FTDALS	9930018I23Rik|AI894280|DHC1|DHC1a|DNCL|Dnchc1|Dnec1|Dnecl|Loa|MAP1C|P22|Swl|mKIAA0325	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485938	203228	69116	128456	213238	-	-	C9orf72	Ubr4	ALSFTD|FTDALS	1810009A16Rik|A930005E13Rik|D930005K06Rik|Gm1032|Gm1666|N28143|RBAF600|Zubr1|mKIAA0462|p600	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485939	203228	15519	128456	200455	-	RP23-60K23.1	C9orf72	Hsp90aa1	ALSFTD|FTDALS	86kDa|89kDa|AL024080|AL024147|Hsp86-1|Hsp89|Hsp90|Hspca|hsp4	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485940	203228	29810	128456	205891	-	MNCb-2243	C9orf72	Bag3	ALSFTD|FTDALS	AA407278|Bis|mg638	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485941	203228	29875	128456	205938	-	-	C9orf72	Iqgap1	ALSFTD|FTDALS	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485942	203228	18195	128456	201857	-	RP23-326K2.3	C9orf72	Nsf	ALSFTD|FTDALS	AI316878|AU020090|AU067812|SKD2	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485943	203228	228361	128456	230728	-	RP23-273F8.1	C9orf72	Ambra1	ALSFTD|FTDALS	2310079H06Rik|A130023A14|AA474864|AV021921|D030051N19Rik|mKIAA1736	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485944	203228	18412	128456	201982	-	RP23-319B15.3	C9orf72	Sqstm1	ALSFTD|FTDALS	A170|OSF-6|Osi|STAP|STONE14|p62	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485945	203228	230908	128456	231054	-	RP23-331P21.5	C9orf72	Tardbp	ALSFTD|FTDALS	1190002A23Rik|C85084|TDP-43|Tdp43	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485946	203228	13191	128456	199072	-	-	C9orf72	Dctn1	ALSFTD|FTDALS	AL022633|Glued|p150|p150[glued]	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485947	203228	56424	128456	207969	-	-	C9orf72	Stub1	ALSFTD|FTDALS	0610033N24Rik|2210017D18Rik|2310040B03Rik|AW046544|Chip	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485948	203228	67790	128456	212444	-	RP23-252K7.1	C9orf72	Rab39b	ALSFTD|FTDALS	6330580M05Rik	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485949	203228	12421	128456	198540	-	-	C9orf72	Rb1cc1	ALSFTD|FTDALS	2900055E04Rik|5930404L04Rik|Cc1|FIP200|LaXp180	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485950	203228	17274	128456	201387	-	-	C9orf72	Rab8a	ALSFTD|FTDALS	AA409338|Mel	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485951	203228	20333	128456	203149	-	-	C9orf72	Sec22b	ALSFTD|FTDALS	4930564D15Rik|AA517334|AI480645|C81333|ERS-24|Sec22l1	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485952	203228	74370	128456	216698	-	RP24-225K18.1	C9orf72	Rptor	ALSFTD|FTDALS	4932417H02Rik|Rap|Raptor|mKIAA1303	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485953	203228	80743	128456	219804	-	RP23-29K12.8	C9orf72	Vps16	ALSFTD|FTDALS	1810074M16Rik	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485954	203228	19338	128456	202543	-	-	C9orf72	Rab33b	ALSFTD|FTDALS	-	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485955	203228	57296	128456	208250	-	-	C9orf72	Psmd8	ALSFTD|FTDALS	6720456J22Rik|AA407360|AL033291|AL033322|AL033323|C76433	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485956	203228	26441	128456	204992	-	-	C9orf72	Psma4	ALSFTD|FTDALS	C9	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485957	203228	328778	128456	236652	-	-	C9orf72	Rab26	ALSFTD|FTDALS	A830020M03Rik	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485958	203228	53380	128456	207302	-	RP23-149O3.6	C9orf72	Psmd10	ALSFTD|FTDALS	AW554874	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485959	203228	67727	128456	212398	-	RP23-122N18.3	C9orf72	Stx17	ALSFTD|FTDALS	4833418L03Rik|6330411F21Rik|9030425C21Rik|AW048351	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485960	203228	70294	128456	213968	-	-	C9orf72	Rnf126	ALSFTD|FTDALS	2610010O19Rik	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485961	203228	56480	128456	208009	-	-	C9orf72	Tbk1	ALSFTD|FTDALS	1200008B05Rik|AI462036|AW048562	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485962	203228	19346	128456	202550	-	MNCb-1660	C9orf72	Rab6a	ALSFTD|FTDALS	2610028L11Rik|AA419671|Rab6	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485963	203228	20479	128456	203266	-	-	C9orf72	Vps4b	ALSFTD|FTDALS	8030489C12Rik|Skd1	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485964	203228	72183	128456	215205	-	-	C9orf72	Snx6	ALSFTD|FTDALS	2010006G21Rik|2610032J07Rik|2810425K19Rik|AU018928|C85963	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485965	203228	19185	128456	202431	-	-	C9orf72	Psmd4	ALSFTD|FTDALS	Af1|Mcb1|angiocidin	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485966	203228	69654	128456	213590	-	-	C9orf72	Dctn2	ALSFTD|FTDALS	2310042E05Rik|C130077D06Rik|C87049|DCTN-50|GMP23-48K|RBP50|p50	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485967	203228	223754	128456	230190	-	-	C9orf72	Tbc1d22a	ALSFTD|FTDALS	BC023106|D15Ertd781e	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485968	203228	68653	128456	212974	-	-	C9orf72	Samm50	ALSFTD|FTDALS	1110030L07Rik	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485969	203228	19820	128456	202918	-	RP23-71K8.3	C9orf72	Rlim	ALSFTD|FTDALS	AL022832|AW743871|Ha1r|Rlim1|Rnf12	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485970	203228	231834	128456	231175	-	-	C9orf72	Snx8	ALSFTD|FTDALS	B130023O14Rik	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485971	203228	56298	128456	207886	-	-	C9orf72	Atl2	ALSFTD|FTDALS	2010110I21Rik|AA407293|AV334690|Aip-2|Arl6ip2	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485972	203228	64051	128456	211019	-	-	C9orf72	Sv2a	ALSFTD|FTDALS	AI746429|mKIAA0736	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485973	203228	74682	128456	216937	-	-	C9orf72	Wdr35	ALSFTD|FTDALS	4930459M12Rik|4931430C06|mKIAA1336	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485974	203228	105787	128456	222923	-	-	C9orf72	Prkaa1	ALSFTD|FTDALS	AI194361|AI450832|AL024255|AMPKalpha1|C130083N04Rik	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485975	203228	59026	128456	208493	-	RP23-211L10.4	C9orf72	Huwe1	ALSFTD|FTDALS	5430439H10Rik|AU041296|Arf-bp1|C430014N20Rik|C80292|Gm1718|Ib772|LASU1|Mule|Ureb1	Affinity Capture-MS	physical	Sellier C (2016)	27103069	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
2485994	203228	140775	128456	126704	-	-	C9orf72	SMCR8	ALSFTD|FTDALS	-	Affinity Capture-Western	physical	Sellier C (2016)	27103069	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2485995	203228	55255	128456	120546	-	MSTP048	C9orf72	WDR41	ALSFTD|FTDALS	-	Affinity Capture-Western	physical	Sellier C (2016)	27103069	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2485996	203228	140775	128456	126704	-	-	C9orf72	SMCR8	ALSFTD|FTDALS	-	Reconstituted Complex	physical	Sellier C (2016)	27103069	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2485997	203228	55255	128456	120546	-	MSTP048	C9orf72	WDR41	ALSFTD|FTDALS	-	Reconstituted Complex	physical	Sellier C (2016)	27103069	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2485998	203228	4218	128456	110382	-	-	C9orf72	RAB8A	ALSFTD|FTDALS	MEL|RAB8	Affinity Capture-Western	physical	Sellier C (2016)	27103069	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2485999	203228	51762	128456	119719	-	-	C9orf72	RAB8B	ALSFTD|FTDALS	-	Affinity Capture-Western	physical	Sellier C (2016)	27103069	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2486000	203228	9363	128456	114764	-	RP3-438D16.1	C9orf72	RAB33A	ALSFTD|FTDALS	RabS10	Affinity Capture-Western	physical	Sellier C (2016)	27103069	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2486001	203228	23682	128456	117198	-	-	C9orf72	RAB38	ALSFTD|FTDALS	NY-MEL-1|rrGTPbp	Affinity Capture-Western	physical	Sellier C (2016)	27103069	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2486002	203228	54734	128456	120117	-	-	C9orf72	RAB39A	ALSFTD|FTDALS	RAB39	Affinity Capture-Western	physical	Sellier C (2016)	27103069	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2486003	203228	5870	128456	111808	-	-	C9orf72	RAB6A	ALSFTD|FTDALS	RAB6	Affinity Capture-Western	physical	Sellier C (2016)	27103069	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2486004	203228	201475	128456	128387	-	-	C9orf72	RAB12	ALSFTD|FTDALS	-	Affinity Capture-Western	physical	Sellier C (2016)	27103069	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2486005	203228	57111	128456	121377	-	-	C9orf72	RAB25	ALSFTD|FTDALS	CATX-8|RAB11C	Affinity Capture-Western	physical	Sellier C (2016)	27103069	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2486010	203228	9755	128456	115103	-	-	C9orf72	TBKBP1	ALSFTD|FTDALS	ProSAPiP2|SINTBAD	Affinity Capture-Western	physical	Sellier C (2016)	27103069	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2486011	203228	10010	128456	115328	-	-	C9orf72	TANK	ALSFTD|FTDALS	I-TRAF|ITRAF|TRAF2	Affinity Capture-Western	physical	Sellier C (2016)	27103069	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2486012	203228	64343	128456	122142	-	-	C9orf72	AZI2	ALSFTD|FTDALS	AZ2|NAP1|TILP	Affinity Capture-Western	physical	Sellier C (2016)	27103069	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2495729	203228	140775	128456	126704	-	-	C9orf72	SMCR8	ALSFTD|FTDALS	-	Two-hybrid	physical	Yachie N (2016)	27107012	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2553553	821	203228	107271	128456	-	-	CANX	C9orf72	CNX|IP90|P90	ALSFTD|FTDALS	Proximity Label-MS	physical	Liu X (2018)	29568061	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2557346	9367	203228	114768	128456	-	-	RAB9A	C9orf72	RAB9	ALSFTD|FTDALS	Proximity Label-MS	physical	Liu X (2018)	29568061	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2558003	10618	203228	115864	128456	-	-	TGOLN2	C9orf72	TGN38|TGN46|TGN48|TGN51|TTGN2	ALSFTD|FTDALS	Proximity Label-MS	physical	Liu X (2018)	29568061	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2559614	9804	203228	115144	128456	RP4-597N16.2	-	TOMM20	C9orf72	MAS20|MOM19|TOM20	ALSFTD|FTDALS	Proximity Label-MS	physical	Liu X (2018)	29568061	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2559758	84987	203228	124413	128456	-	-	COX14	C9orf72	C12orf62	ALSFTD|FTDALS	Proximity Label-MS	physical	Liu X (2018)	29568061	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2559988	56993	203228	121308	128456	-	-	TOMM22	C9orf72	1C9-2|MST065|MSTP065|TOM22	ALSFTD|FTDALS	Proximity Label-MS	physical	Liu X (2018)	29568061	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2560870	51651	203228	119659	128456	CGI-147	-	PTRH2	C9orf72	BIT1|CFAP37|PTH2	ALSFTD|FTDALS	Proximity Label-MS	physical	Liu X (2018)	29568061	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2619294	203228	140775	128456	126704	-	-	C9orf72	SMCR8	ALSFTD|FTDALS	-	Affinity Capture-MS	physical	Ho WY (2019)	30669939	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2619295	203228	3376	128456	109605	-	RP11-62C3.1	C9orf72	IARS	ALSFTD|FTDALS	IARS1|ILERS|ILRS|IRS|PRO0785	Affinity Capture-MS	physical	Ho WY (2019)	30669939	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2619296	203228	55255	128456	120546	-	MSTP048	C9orf72	WDR41	ALSFTD|FTDALS	-	Affinity Capture-MS	physical	Ho WY (2019)	30669939	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2619297	203228	9821	128456	115160	-	-	C9orf72	RB1CC1	ALSFTD|FTDALS	ATG17|CC1|FIP200|PPP1R131	Affinity Capture-MS	physical	Ho WY (2019)	30669939	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2619298	203228	9821	128456	115160	-	-	C9orf72	RB1CC1	ALSFTD|FTDALS	ATG17|CC1|FIP200|PPP1R131	Affinity Capture-Western	physical	Ho WY (2019)	30669939	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2619299	203228	8408	128456	113996	-	-	C9orf72	ULK1	ALSFTD|FTDALS	ATG1|ATG1A|UNC51|Unc51.1|hATG1	Affinity Capture-Western	physical	Ho WY (2019)	30669939	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2619300	203228	9776	128456	115120	-	-	C9orf72	ATG13	ALSFTD|FTDALS	KIAA0652|PARATARG8	Affinity Capture-Western	physical	Ho WY (2019)	30669939	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2619301	203228	140775	128456	126704	-	-	C9orf72	SMCR8	ALSFTD|FTDALS	-	Affinity Capture-Western	physical	Ho WY (2019)	30669939	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2619302	203228	55255	128456	120546	-	MSTP048	C9orf72	WDR41	ALSFTD|FTDALS	-	Affinity Capture-Western	physical	Ho WY (2019)	30669939	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2619303	203228	60673	128456	121948	-	PP894	C9orf72	ATG101	ALSFTD|FTDALS	C12orf44	Affinity Capture-Western	physical	Ho WY (2019)	30669939	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2619304	203228	9776	128456	115120	-	-	C9orf72	ATG13	ALSFTD|FTDALS	KIAA0652|PARATARG8	Co-localization	physical	Ho WY (2019)	30669939	9606	9606	Low Throughput	-	-	-	PLA	-	BIOGRID
2619305	203228	9776	128456	115120	-	-	C9orf72	ATG13	ALSFTD|FTDALS	KIAA0652|PARATARG8	Two-hybrid	physical	Ho WY (2019)	30669939	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2619306	140775	203228	126704	128456	-	-	SMCR8	C9orf72	-	ALSFTD|FTDALS	Two-hybrid	physical	Ho WY (2019)	30669939	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2619309	9776	203228	115120	128456	-	-	ATG13	C9orf72	KIAA0652|PARATARG8	ALSFTD|FTDALS	Two-hybrid	physical	Ho WY (2019)	30669939	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2619312	203228	203228	128456	128456	-	-	C9orf72	C9orf72	ALSFTD|FTDALS	ALSFTD|FTDALS	Two-hybrid	physical	Ho WY (2019)	30669939	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2643827	203228	140775	128456	126704	-	-	C9orf72	SMCR8	ALSFTD|FTDALS	-	Affinity Capture-MS	physical	Yang M (2016)	27617292	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2643828	203228	55255	128456	120546	-	MSTP048	C9orf72	WDR41	ALSFTD|FTDALS	-	Affinity Capture-MS	physical	Yang M (2016)	27617292	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2643829	203228	60673	128456	121948	-	PP894	C9orf72	ATG101	ALSFTD|FTDALS	C12orf44	Affinity Capture-MS	physical	Yang M (2016)	27617292	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2643831	55255	203228	120546	128456	MSTP048	-	WDR41	C9orf72	-	ALSFTD|FTDALS	Co-purification	physical	Yang M (2016)	27617292	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2643833	203228	116442	128456	125507	-	RP13-228J13.2	C9orf72	RAB39B	ALSFTD|FTDALS	MRX72	Affinity Capture-Western	physical	Yang M (2016)	27617292	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2643834	116442	203228	125507	128456	RP13-228J13.2	-	RAB39B	C9orf72	MRX72	ALSFTD|FTDALS	Affinity Capture-Western	physical	Yang M (2016)	27617292	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2643835	140775	203228	126704	128456	-	-	SMCR8	C9orf72	-	ALSFTD|FTDALS	Affinity Capture-Western	physical	Yang M (2016)	27617292	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2643836	55255	203228	120546	128456	MSTP048	-	WDR41	C9orf72	-	ALSFTD|FTDALS	Affinity Capture-Western	physical	Yang M (2016)	27617292	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2643837	203228	8408	128456	113996	-	-	C9orf72	ULK1	ALSFTD|FTDALS	ATG1|ATG1A|UNC51|Unc51.1|hATG1	Affinity Capture-Western	physical	Yang M (2016)	27617292	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2643838	203228	9776	128456	115120	-	-	C9orf72	ATG13	ALSFTD|FTDALS	KIAA0652|PARATARG8	Affinity Capture-Western	physical	Yang M (2016)	27617292	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2649004	6606	203228	112490	128456	-	-	SMN1	C9orf72	BCD541|GEMIN1|SMA|SMA1|SMA2|SMA3|SMA4|SMA@|SMN|SMNT|T-BCD541|TDRD16A	ALSFTD|FTDALS	Protein-RNA	physical	Ottesen EW (2018)	30165668	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2658485	54491	203228	119988	128456	-	-	FAM105A	C9orf72	NET20	ALSFTD|FTDALS	Proximity Label-MS	physical	Ceccarelli DF (2019)	31056421	9606	9606	High Throughput	-	-	-	assayed using BioID (proximity-dependent biotin identification)	-	BIOGRID
2717842	8892	203228	114409	128456	-	-	EIF2B2	C9orf72	EIF-2Bbeta|EIF2B	ALSFTD|FTDALS	Two-hybrid	physical	Luck K (2020)	32296183	9606	9606	High Throughput	-	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID
2718417	8161	203228	113815	128456	-	-	COIL	C9orf72	CLN80|p80-coilin	ALSFTD|FTDALS	Two-hybrid	physical	Luck K (2020)	32296183	9606	9606	High Throughput	-	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID
2724115	55237	203228	120530	128456	-	-	VRTN	C9orf72	C14orf115|vertnin	ALSFTD|FTDALS	Two-hybrid	physical	Luck K (2020)	32296183	9606	9606	High Throughput	-	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID
2727606	10363	203228	115643	128456	-	-	HMG20A	C9orf72	HMGX1|HMGXB1	ALSFTD|FTDALS	Two-hybrid	physical	Luck K (2020)	32296183	9606	9606	High Throughput	-	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID
